GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	COSG106830	15	90083045	90102504	15q26.1	y	n	glioblastoma			O	Dom	oncogene	Mis		n		1	IDH2,ENSG00000182054.9,P48735,3418
IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	COSG84546	3	185643739	185825056	3q27.2	y	n	lymphoma			L		TSG	D		y	Diabetes mellitus, noninsulin-dependent, susceptibility	2	IGF2BP2,ENSG00000073792.15,10644,IMP-2
IGH	immunoglobulin heavy locus	COSG116137	14			14q32.33	y	n	MM, Burkitt lymphoma, NHL, CLL, B-ALL, MALT, MLCLS			L	Dom	fusion	T	MYC, FGFR3, PAX5, FCRL4, IRF4, CCND1, BCL9, BCL8, BCL6, BCL2, BCL3, BCL10, BCL11A. LHX4, DDX6, NFKB2, PAFAH1B2, PCSK7, CRLF2	n		1	IGH,3492
IGK	immunoglobulin kappa locus	COSG116138	2			2p12	y	n	Burkitt lymphoma, B-NHL			L	Dom	fusion	T	MYC, KDSR	n		1	IGK,50802
IGL	immunoglobulin lambda locus	COSG116139	22			22q11.2	y	n	Burkitt lymphoma			L	Dom	fusion	T	BCL9, MYC, CCND2	n		1	IGL,3535
IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	COSG112543	8	42271302	42332653	8p11.21	y	n	SMZL			L	Dom	oncogene	Mis		y	Immunodeficiency 15	1	IKBKB,ENSG00000104365.13,O14920,3551,IKK-beta,IKK2,IKKB,NFKBIKB
IKZF1	IKAROS family zinc finger 1	COSG89430	7	50304068	50405101	7p12.2	y	n	ALL, DLBCL			L	Dom/Rec	TSG, fusion	D,T	BCL6	n		1	IKZF1,ENSG00000185811.18,10320,Hs.54452,IKAROS,LyF-1,PPP1R92,hIk-1
IKZF3	IKAROS family zinc finger 3	COSG116030	17	39757715	39864188	17q21.1	y	n	B-ALL, CLL, breast cancer, colorectal cancer			L, E		oncogene, TSG, fusion	D, Mis, F, N, T	NAGLU, VAPB	n		1	IKZF3,ENSG00000161405.16,Q9UKT9,22806,Aiolos
IL2	interleukin 2	COSG70981	4	122451470	122456725	4q27	y	n	intestinal T-cell lymphoma			L	Dom	fusion	T	TNFRSF17	n		1	IL2,ENSG00000109471.4,P60568,3558,IL-2,TCGF
IL21R	interleukin 21 receptor	COSG111352	16	27402162	27452042	16p12.1	y	n	NHL			L	Dom	fusion	T	BCL6	n		1	IL21R,ENSG00000103522.15,Q9HBE5,50615,CD360
IL6ST	interleukin 6 signal transducer	COSG71872	5	55935095	55994993	5q11.2	y	n	hepatocellular carcinoma			E	Dom	oncogene	O		n		1	IL6ST,ENSG00000134352.19,P40189,3572,CD130,GP130
IL7R	interleukin 7 receptor	COSG64472	5	35852695	35879603	5p13.2	y	n	ALL, ETP ALL			L	Dom	oncogene	Mis, O		y	Severe combined immune deficiency	1	IL7R,ENSG00000168685.14,P16871,3575,CD127,IL7RA
IRF4	interferon regulatory factor 4	COSG105639	6	391739	411447	6p25.3	y	n	MM			L	Dom	oncogene, TSG, fusion	T	IGH	n		1	IRF4,ENSG00000137265.14,Q15306,3662,LSIRF
IRS4	insulin receptor substrate 4	COSG76787	X	108732482	108736409	Xq22.3	y	n	glioma, rhabdomyosarcoma, melanoma, breast cancer, T-ALL			E, O, M, L		oncogene, TSG	Mis, F, T	TRB	n		1	IRS4,ENSG00000133124.11,O14654,8471,IRS-4,PY160
ISX	intestine specific homeobox	COSG92515	22	35066136	35087387	22q12.3	y	n	melanoma			E			Mis		n		2	ISX,ENSG00000175329.12,Q2M1V0,91464,RAXLX
ITGAV	integrin subunit alpha V	COSG89546	2	186590065	186680901	2q32.1	y	n	large intestine carcinoma			E			F		n		2	ITGAV,ENSG00000138448.11,P06756,3685,CD51
ITK	IL2 inducible T cell kinase	COSG90766	5	157142933	157255191	5q33.3	y	n	peripheral T-cell lymphoma			L	Dom	fusion	T	SYK	n		1	ITK,ENSG00000113263.12,Q08881,3702,EMT,LYK,PSCTK2
JAK1	Janus kinase 1	COSG63689	1	64833229	64966504	1p31.3	y	n	ALL			L	Dom	oncogene, TSG	Mis		n		1	JAK1,ENSG00000162434.11,P23458,3716,JAK1A,JTK3
JAK2	Janus kinase 2	COSG58883	9	4984390	5128183	9p24.1	y	n	ALL, AML, MPN,  CML			L	Dom	oncogene, fusion	T, Mis, O	ETV6, PCM1, BCR	n		1	JAK2,ENSG00000096968.13,O60674,3717,JTK10
JAK3	Janus kinase 3	COSG84587	19	17824780	17848071	19p13.11	y	n	acute megakaryocytic leukaemia, ETP ALL			L	Dom	oncogene	Mis		n		1	JAK3,ENSG00000105639.18,P52333,3718,JAK-3,JAK3_HUMAN,JAKL,L-JAK,LJAK
JAZF1	JAZF zinc finger 1	COSG79452	7	27830573	28180743	7p15.2	y	n	endometrial stromal tumour			M	Dom	fusion	T	SUZ12	n		2	JAZF1,ENSG00000153814.11,Q86VZ6,221895,DKFZp761K2222,TIP27,ZNF802
JUN	Jun proto-oncogene, AP-1 transcription factor subunit	COSG84672	1	58780788	58784327	1p32.1	y	n	sarcoma			M	Dom	oncogene	A		n		1	JUN,ENSG00000177606.6,P05412,3725,AP-1,c-Jun
KAT6A	lysine acetyltransferase 6A	COSG110810	8	41929479	42051990	8p11.21	y	n	AML			L	Dom	oncogene, fusion	T, A	CREBBP, NCOA2, EP300	n		1	KAT6A,ENSG00000083168.9,Q92794,7994,MOZ,ZC2HC6A
KAT6B	lysine acetyltransferase 6B	COSG100264	10	74825582	75032622	10q22.2	y	n	AML, leiomyoma			L, M	Dom	TSG, fusion	T	CREBBP, KANSL1	n	Genitopatellar syndrome, Say-Barber-Biesecker/Young-Simpson syndrome	1	KAT6B,ENSG00000156650.12,Q8WYB5,23522,MOZ2,Morf,ZC2HC6B,qkf,querkopf
KAT7	lysine acetyltransferase 7	COSG90061	17	49788555	49835030	17q21.33	y	n	CCRCC			E		oncogene	Mis		n		2	KAT7,ENSG00000136504.11,O95251,11143,HBO1,HBOA,ZC2HC7
KCNJ5	potassium voltage-gated channel subfamily J member 5	COSG80472	11	128891356	128921035	11q24.3	y	n	adrenal adenoma			E	Dom	oncogene	Mis		y	Familial hyperaldosteronism type III, Long QT syndrome	1	KCNJ5,ENSG00000120457.11,P48544,3762,CIR,GIRK4,KATP1,Kir3.4,LQT13
KDM5A	lysine demethylase 5A	COSG94857	12	280129	389454	12p13.33	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	KDM5A,ENSG00000073614.12,P29375,5927
KDM5C	lysine demethylase 5C	COSG86736	X	53191321	53225422	Xp11.22	y	n	clear cell renal carcinoma			E	Rec	TSG	N, F, S, Mis		y	 X-linked mental retardation syndromic Claes-Jensen-type.	1	KDM5C,ENSG00000126012.11,P41229,8242,DXS1272E,XE169
KDM6A	lysine demethylase 6A	COSG88842	X	44873177	45112602	Xp11.3	y	n	renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types			E, L	Rec	oncogene, TSG	D, N, F, S		y	Kabuki syndrome	1	KDM6A,ENSG00000147050.14,O15550,7403
KDR	kinase insert domain receptor	COSG106784	4	55078259	55125595	4q12	y	y	NSCLC, angiosarcoma	melanoma		E	Dom	oncogene	Mis		n		1	KDR,ENSG00000128052.9,3791,CD309,FLK1,VEGFR,VEGFR2
KDSR	3-ketodihydrosphingosine reductase	COSG71181	18	63327726	63367510	18q21.33	y	n	B-NHL			L	Dom	fusion	T	IGK	n		1	KDSR,ENSG00000119537.16,Q06136,2531,DHSR,SDR35C1
KEAP1	kelch like ECH associated protein 1	COSG96808	19	10486120	10503741	19p13.2	y	n	NSCLC, breast carcinoma			E		TSG	Mis, N, F		n		1	KEAP1,ENSG00000079999.13,Q14145,9817,INrf2,KIAA0132,KLHL19,MGC10630,MGC1114,MGC20887,MGC4407,MGC9454
KIAA1549	KIAA1549	COSG104988	7	138831381	138981318	7q34	y	n	pilocytic astrocytoma			O	Dom	fusion	T	BRAF	n		2	KIAA1549,ENSG00000122778.9,Q9HCM3,57670
KIF5B	kinesin family member 5B	COSG69778	10	32009010	32056431	10p11.22	y	n	NSCLC, Spitzoid tumour			E	Dom	fusion	T	RET, ALK	n		1	KIF5B,ENSG00000170759.10,P33176,3799,KNS
KIT	KIT proto-oncogene receptor tyrosine kinase	COSG63709	4	54657918	54740715	4q12	y	y	GIST, AML, TGCT, mastocytosis, mucosal melanoma	GIST, epithelioma	familial gastrointestinal stromal tumour	L, M, O, E	Dom	oncogene	Mis, O		y	Piebald trait	1	KIT,ENSG00000157404.15,P10721,3815,C-Kit,CD117,SCFR
KLF4	Kruppel like factor 4	COSG110029	9	107484852	107490482	9q31.2	y	n	meningioma			O	Dom	oncogene, TSG	Mis		n		1	KLF4,ENSG00000136826.14,O43474,9314,EZF,GKLF
KLF6	Kruppel like factor 6	COSG63910	10	3775996	3785281	10p15.2	y	n	prostate, glioma			E, O	Rec	TSG	Mis, N		n		1	KLF6,ENSG00000067082.14,Q99612,1316,CPBP,GBF,PAC1,Zf9
KLK2	kallikrein related peptidase 2	COSG112026	19	50861568	50880567	19q13.33	y	n	prostate			E	Dom	fusion	T	ETV4	n		1	KLK2,ENSG00000167751.12,P20151,3817
KMT2A	lysine methyltransferase 2A	COSG86533	11	118436490	118526832	11q23.3	y	n	AML, ALL			L	Dom	oncogene, fusion	T, O	KMT2A, MLLT1, AFF1, MLLT3, MLLT4, FOXO4, MLLT10, MLLT6, ELL, EPS15, MLLT11, CREBBP, SH3GL1, FNBP1, SEPT5, SEPT9, GPHN, GMPS, ABI1, ARHGEF12, GAS7, FOXO3, AFF3, TET1, SEPT6, LPP, RUNX1T1, ARHGAP26, EP300, PICALM, CLP1, PRRC1, DAB2IP, MAPRE1, KIAA1524, SEPT2, SARNP, ZFYVE19, TOP3A, CASC5, EEFSEC, FRYL, SORBS2, ABI2, LASP1, CASP8AP2, AFF4, NRIP3, NCKIPSD, CBL, ACTN4, PDS5A, CT45A2, MYO1F, KIAA0284, BTBD18	n		1	KMT2A,ENSG00000118058.20,Q03164,4297,ALL-1,CXXC7,HRX,HTRX1,MLL1A,TRX1
KMT2C	lysine methyltransferase 2C	COSG85495	7	152134922	152436005	7q36.1	y	n	medulloblastoma			O	Rec	TSG	N		n		1	KMT2C,ENSG00000055609.17,Q8NEZ4,58508,HALR,KIAA1506
KMT2D	lysine methyltransferase 2D	COSG107783	12	49018975	49059774	12q13.12	y	n	medulloblastoma, renal			O, E	Rec	oncogene, TSG	N, F, Mis		n		1	KMT2D,ENSG00000167548.14,O14686,8085,ALR,CAGL114,MLL4
KNL1	kinetochore scaffold 1	COSG107147	15	40594020	40664342	15q15.1	y	n	AML			L	Dom	TSG, fusion	T	KMT2A	n		1	KNL1,ENSG00000137812.19,Q8NG31,57082,AF15Q14,CT29,D40,KIAA1570,PPP1R55,Spc7,hKNL-1,hSpc105
KNSTRN	kinetochore localized astrin (SPAG5) binding protein	COSG111763	15	40382721	40394246	15q15.1	y	n	SCC			E		oncogene	Mis		n		2	KNSTRN,ENSG00000128944.13,Q9Y448,90417,FLJ14502,SKAP,TRAF4AF1,kinastrin
KRAS	KRAS proto-oncogene, GTPase	COSG86962	12	25204789	25250936	12p12.1	y	n	pancreatic, colorectal, lung, thyroid, AML, other tumour types			L, E, M, O	Dom	oncogene	Mis		n		1	KRAS,ENSG00000133703.11,P01116,3845,KRAS1
KTN1	kinectin 1	COSG63135	14	55559072	55701526	14q22.3	y	n	papillary thyroid			E	Dom	fusion	T	RET	n		1	KTN1,ENSG00000126777.17,Q86UP2,3895,CG1,KIAA0004,KNT
LARP4B	La ribonucleoprotein domain family member 4B	COSG101167	10	806914	931705	10p15.3	y	n	CRC, glioma			E, O		TSG	F, D		n		2	LARP4B,ENSG00000107929.14,Q92615,23185
LASP1	LIM and SH3 protein 1	COSG73683	17	38869859	38921770	17q12	y	n	AML			L	Dom	fusion	T	KMT2A	n		1	LASP1,ENSG00000002834.17,Q14847,3927,Lasp-1,MLN50
LATS1	large tumor suppressor kinase 1	COSG78588	6	149658153	149718256	6q25.1	y	n	skin basal cell carcinoma			E		TSG	Mis, N		n		1	LATS1,ENSG00000131023.12,O95835,9113,WARTS
LATS2	large tumor suppressor kinase 2	COSG64660	13	20973032	21061547	13q12.11	y	n	malignant mesothelioma			E		TSG	D, F, N		n		1	LATS2,ENSG00000150457.8,Q9NRM7,26524
LCK	LCK proto-oncogene, Src family tyrosine kinase	COSG82227	1	32251239	32286165	1p35.2	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB	n		1	LCK,ENSG00000182866.16,P06239,3932
LCP1	lymphocyte cytosolic protein 1	COSG88254	13	46125920	46211871	13q14.13	y	n	NHL			L	Dom	fusion	T	BCL6	n		2	LCP1,ENSG00000136167.13,P13796,3936,CP64,L-PLASTIN,LC64P,PLS2
LEF1	lymphoid enhancer binding factor 1	COSG73617	4	108047545	108168956	4q25	y	n	B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas			L, E		oncogene, TSG	Mis, N		n		1	LEF1,ENSG00000138795.9,Q9UJU2,51176,TCF10,TCF1ALPHA,TCF7L3
LEPROTL1	leptin receptor overlapping transcript like 1	COSG59675	8	30095398	30177208	8p12	y	n	lung cancer, colon cancer			E		TSG	D		n		2	LEPROTL1,ENSG00000104660.17,O95214,23484,Vps55,my047
LHFPL6	LHFPL tetraspan subfamily member 6	COSG81838	13	39342892	39603528	13q14.11	y	n	lipoma			M	Dom	fusion	T	HMGA2	n		2	LHFPL6,ENSG00000183722.7,Q9Y693,10186,MGC22429
LIFR	LIF receptor alpha	COSG108001	5	38474963	38608354	5p13.1	y	n	salivary adenoma			E	Dom	fusion	T	PLAG1	n		1	LIFR,ENSG00000113594.9,P42702,3977,CD118
LMNA	lamin A/C	COSG61379	1	156082573	156140089	1q22	y	n	Spitzoid tumour			E	Dom	fusion	T	NTRK1	y	Muscular dystrophy, dilated cardiomyopathy,  familial partial lipodystrophy, and others	1	LMNA,ENSG00000160789.19,P02545,4000,HGPS,MADA
LMO1	LIM domain only 1	COSG58772	11	8224304	8268716	11p15.4	y	y	T-ALL, neuroblastoma	neuroblastoma		L	Dom	oncogene, fusion	T, A	TRD	n		1	LMO1,ENSG00000166407.13,P25800,4004,RHOM1,TTG1
LMO2	LIM domain only 2	COSG66206	11	33858576	33892289	11p13	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRD	n		1	LMO2,ENSG00000135363.11,P25791,4005,RBTN2,RHOM2,TTG2
LPP	LIM domain containing preferred translocation partner in lipoma	COSG108197	3	188153284	188890671	3q28	y	n	lipoma, leukaemia			L, M	Dom	oncogene, fusion	T	HMGA2, KMT2A, C12orf9	n		1	LPP,ENSG00000145012.13,Q93052,4026
LRIG3	leucine rich repeats and immunoglobulin like domains 3	COSG77544	12	58872149	58920522	12q14.1	y	n	NSCLC			E	Dom	TSG, fusion	T	ROS1	n		1	LRIG3,ENSG00000139263.11,Q6UXM1,121227,FLJ90440,KIAA3016
LRP1B	LDL receptor related protein 1B	COSG104741	2	140231423	142131701	2q22.2	y	n	CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer			E, L	Rec	TSG	D, Mis, N, F		n		1	LRP1B,ENSG00000168702.17,Q9NZR2,53353,LRP-DIT,LRPDIT
LSM14A	LSM14A, mRNA processing body assembly factor	COSG71888	19	34172504	34229515	19q13.11	y	n	Spitzoid tumour			E	Dom	fusion	T	BRAF	n		2	LSM14A,ENSG00000257103.8,Q8ND56,26065,DKFZP434D1335,RAP55,RAP55A
LYL1	LYL1, basic helix-loop-helix family member	COSG61746	19	13099033	13103161	19p13.13	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB	n		1	LYL1,ENSG00000104903.4,P12980,4066,bHLHa18
LYN	LYN proto-oncogene, Src family tyrosine kinase	COSG98294	8	55879813	56014168	8q12.1	y	n	DLBCL, B-ALL, MPN			L		oncogene, fusion	Mis, T	ETV6, GATAD2A, NCOR1	n		2	LYN,ENSG00000254087.7,P07948,4067,JTK8
LZTR1	leucine zipper like transcription regulator 1	COSG108978	22	20982013	20999038	22q11.21	y	y	glioblastoma	glioblastoma, schwannoma	Schwannomatosis-2	E	Dom	TSG	Mis, F, N		y	Noonan syndrome 10	1	LZTR1,ENSG00000099949.19,Q8N653,8216,BTBD29,LZTR-1
MACC1	MET transcriptional regulator MACC1	COSG59645	7	20134655	20217404	7p21.1	y	n	liver, CRC			E		oncogene	Mis		n		2	MACC1,ENSG00000183742.12,Q6ZN28,346389,7A5,SH3BP4L
MAF	MAF bZIP transcription factor	COSG112125	16	79585843	79600714	16q23.2	y	n	MM			L	Dom	oncogene, fusion	T	IGH	n		1	MAF,ENSG00000178573.6,O75444,4094,c-MAF
MAFB	MAF bZIP transcription factor B	COSG61544	20	40685848	40689240	20q12	y	n	MM			L	Dom	oncogene, fusion	T	IGH	n		1	MAFB,ENSG00000204103.3,Q9Y5Q3,9935
MALAT1	metastasis associated lung adenocarcinoma transcript 1	COSG99097	11	65497688	65506516	11q13.1	y	n	renal cell carcinoma (childhood epithelioid), lung			E	Dom	oncogene, TSG, fusion	T	TFEB	n		2	MALAT1,ENSG00000251562.8,,HCN,LINC00047,MALAT-1,NCRNA00047,NEAT2,PRO1073,mascRNA
MALT1	MALT1 paracaspase	COSG103261	18	58671386	58754477	18q21.32	y	n	MALT			L	Dom	oncogene, fusion	T	BIRC3	n		1	MALT1,ENSG00000172175.12,Q9UDY8,10892,PCASP1
MAML2	mastermind like transcriptional coactivator 2	COSG108970	11	95976598	96343180	11q21	y	n	salivary gland mucoepidermoid			E	Dom	oncogene, fusion	T	CRTC3, CRTC1	n		1	MAML2,ENSG00000184384.13,Q8IZL2,84441,KIAA1819,MAM3
MAP2K1	mitogen-activated protein kinase kinase 1	COSG59287	15	66386817	66492312	15q22.31	y	n	NSCLC, melanoma, colorectal			E	Dom	oncogene	Mis		y	Cardiofaciocutaneous syndrome	1	MAP2K1,ENSG00000169032.9,Q02750,5604,MAPKK1,MEK1
MAP2K2	mitogen-activated protein kinase kinase 2	COSG59865	19	4090321	4124129	19p13.3	y	n	NSCLC, melanoma			E	Dom	oncogene	Mis		y	Cardiofaciocutaneous syndrome	1	MAP2K2,ENSG00000126934.13,P36507,5605,MEK2
MAP2K4	mitogen-activated protein kinase kinase 4	COSG96219	17	12020824	12143830	17p12	y	n	pancreatic, breast, colorectal			E	Rec	oncogene, TSG	D, Mis, N		n		1	MAP2K4,ENSG00000065559.14,P45985,6416,JNKK1,MEK4,MKK4,PRKMK4
MAP3K1	mitogen-activated protein kinase kinase kinase 1	COSG73783	5	56815574	56896152	5q11.2	y	n	luminal A breast			E	Rec	oncogene, TSG	N, F, Mis, O, S		y	46,XY sex reversal 6	1	MAP3K1,ENSG00000095015.5,Q13233,4214,MAPKKK1,MEKK
MAP3K13	mitogen-activated protein kinase kinase kinase 13	COSG59626	3	185282941	185489097	3q27.2	y	n	breast			E	Rec	oncogene, TSG	F		n		1	MAP3K13,ENSG00000073803.13,O43283,9175,LZK,MEKK13
MAPK1	mitogen-activated protein kinase 1	COSG103824	22	21754500	21867680	22q11.22	y	n	CLL, ovarian mixed germ cell tumour, cervical carcinoma			E, L	Dom	oncogene	Mis		n		1	MAPK1,ENSG00000100030.14,P28482,5594,ERK,ERK2,MAPK2,p41mapk
MAX	MYC associated factor X	COSG102148	14	65006174	65102695	14q23.3	y	y	pheochromocytoma, endometrioid carcinoma, colon carcinoma	pheochromocytoma		E, O	Rec	TSG	Mis, N, F		n		1	MAX,ENSG00000125952.18,P61244,4149,bHLHd4,bHLHd5,bHLHd6,bHLHd7,bHLHd8
MB21D2	Mab-21 domain containing 2	COSG110450	3	192796815	192918161	3q29	y	n	lung cancer			E			Mis		n		2	MB21D2,ENSG00000180611.6,Q8IYB1,151963
MDM2	MDM2 proto-oncogene	COSG71043	12	68808176	68850686	12q15	y	n	sarcoma, glioma, colorectal, other tumour types			M, O, E, L	Dom	oncogene	A		n		1	MDM2,ENSG00000135679.23,Q00987,4193,HDM2,MGC5370
MDM4	MDM4, p53 regulator	COSG62931	1	204516379	204558120	1q32.1	y	n	glioblastoma, bladder, retinoblastoma			M	Dom	oncogene	A		n		1	MDM4,ENSG00000198625.12,O15151,4194,HDMX,MDMX
MDS2	myelodysplastic syndrome 2 translocation associated	COSG80166	1	23581495	23640568	1p36.12	y	n	MDS			L	Dom	fusion	T	ETV6	n		2	MDS2,ENSG00000197880.8,
MECOM	MDS1 and EVI1 complex locus	COSG112625	3	169083499	169663618	3q26.2	y	n	AML, CML, MDS			L	Dom	oncogene, fusion	T	RUNX1, ETV6, PRDM16, RPN1	n		1	MECOM,ENSG00000085276.17,Q03112,2122,KMT8E,MDS1-EVI1,PRDM3
MED12	mediator complex subunit 12	COSG113013	X	71118556	71142454	Xq13.1	y	n	uterine leiomyoma, fibroadenoma, phyllodes tumour			M, E	Dom	TSG	Mis, S, O		y	Opitz-Kaveggia Syndrome	1	MED12,ENSG00000184634.15,Q93074,9968,CAGH45,HOPA,KIAA0192,OKS,OPA1,TRAP230
MEN1	menin 1	COSG70965	11	64803510	64811294	11q13.1	y	y	parathyroid tumours, pancreatic neuroendocrine tumour	parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid	multiple endocrine neoplasia type 1	E	Rec	TSG	D, Mis, N, F, S		n		1	MEN1,ENSG00000133895.14,O00255,4221
MET	MET proto-oncogene, receptor tyrosine kinase	COSG91620	7	116672390	116798386	7q31.2	y	n	papillary renal, head-neck squamous cell	papillary renal	familial papillary renal cancer	E	Dom	oncogene	Mis		n		1	MET,ENSG00000105976.14,P08581,4233,DFNB97,HGFR,RCCP2
MGMT	O-6-methylguanine-DNA methyltransferase	COSG64570	10	129467184	129768007	10q26.3	y	n	glioma			O		TSG	D		n		2	MGMT,ENSG00000170430.9,P16455,4255
MITF	melanocyte inducing transcription factor	COSG60330	3	69739435	69968337	3p13	y	n	melanoma			E	Dom	oncogene	A		y	Waardenburg syndrome type 2, Tietz syndrome	1	MITF,ENSG00000187098.15,O75030,4286,MI,bHLHe32
MLF1	myeloid leukemia factor 1	COSG93816	3	158571163	158607252	3q25.32	y	n	AML			L	Dom	TSG, fusion	T	NPM1	n		1	MLF1,ENSG00000178053.17,P58340,4291
MLH1	mutL homolog 1	COSG61713	3	36993332	37050918	3p22.2	y	y	colorectal, endometrial, ovarian, CNS tumours	colorectal, endometrial, ovarian, CNS	hereditary non-polyposis colorectal cancer, Turcot syndrome	E, O	Rec	TSG	D, Mis, N, F, S		n		1	MLH1,ENSG00000076242.14,P40692,4292,FCC2,HNPCC,HNPCC2
MLLT1	MLLT1, super elongation complex subunit	COSG68573	19	6210379	6279948	19p13.3	y	n	AL			L	Dom	fusion	T	KMT2A	n		1	MLLT1,ENSG00000130382.8,Q03111,4298,ENL,LTG19,YEATS1
MLLT10	MLLT10, histone lysine methyltransferase DOT1L cofactor	COSG111142	10	21524675	21743630	10p12.31	y	n	AL			L	Dom	oncogene, fusion	T	KMT2A, PICALM, CDK6	n		1	MLLT10,ENSG00000078403.16,P55197,8028,AF10
MLLT11	MLLT11, transcription factor 7 cofactor	COSG113048	1	151057758	151068497	1q21.3	y	n	ALL			L	Dom	fusion	T	KMT2A	n		1	MLLT11,ENSG00000213190.3,Q13015,10962,AF1Q
MLLT3	MLLT3, super elongation complex subunit	COSG76560	9	20341665	20622543	9p21.3	y	n	ALL			L	Dom	fusion	T	KMT2A	n		1	MLLT3,ENSG00000171843.15,P42568,4300,AF-9,AF9,YEATS3
MLLT6	MLLT6, PHD finger containing	COSG94026	17	38705542	38729803	17q12	y	n	AL			L	Dom	fusion	T	KMT2A	n		1	MLLT6,ENSG00000275023.4,P55198,4302,AF17,FLJ23480
MN1	MN1 proto-oncogene, transcriptional regulator	COSG93089	22	27748277	27801498	22q12.1	y	n	AML, MDS			L	Dom	oncogene, fusion	T	ETV6	n		1	MN1,ENSG00000169184.5,Q10571,4330,MGCR1,MGCR1-PEN
MNX1	motor neuron and pancreas homeobox 1	COSG97814	7	156994051	157010651	7q36.3	y	n	AML			L	Dom	fusion	T	ETV6	y	Currarino syndrome	2	MNX1,ENSG00000130675.14,P50219,3110,HB9,HOXHB9,SCRA1
MPL	MPL proto-oncogene, thrombopoietin receptor	COSG91606	1	43337849	43352772	1p34.2	y	y	MPN	MPN	familial essential thrombocythemia	L	Dom	oncogene	Mis		y	Congenital amegakaryocytic thrombocytopenia	1	MPL,ENSG00000117400.17,P40238,4352,CD110,TPOR
MRTFA	myocardin related transcription factor A	COSG105252	22	40410281	40636702	22q13.2	y	n	acute megakaryocytic leukaemia			L	Dom	oncogene, TSG, fusion	T	RBM15	n		1	MRTFA,ENSG00000196588.15,57591,BSAC,KIAA1438,MAL,MKL,MRTF-A
MSH2	mutS homolog 2	COSG105361	2	47402969	47663146	2p21	y	y	colorectal, endometrial, ovarian	colorectal, endometrial, ovarian	hereditary non-polyposis colorectal cancer	E	Rec	TSG	D, Mis, N, F, S		n		1	MSH2,ENSG00000095002.14,P43246,4436,HNPCC,HNPCC1
MSH6	mutS homolog 6	COSG85949	2	47695530	47810101	2p16.3	y	y	colorectal	colorectal, endometrial, ovarian	hereditary non-polyposis colorectal cancer	E	Rec	TSG	Mis, N, F, S		n		1	MSH6,ENSG00000116062.14,P52701,2956
MSI2	musashi RNA binding protein 2	COSG62555	17	57255851	57684685	17q22	y	n	CML			L	Dom	oncogene, fusion	T	HOXA9	n		1	MSI2,ENSG00000153944.10,Q96DH6,124540
MSN	moesin	COSG88623	X	65588377	65741931	Xq12	y	n	ALCL			L	Dom	fusion	T	ALK	n		1	MSN,ENSG00000147065.16,P26038,4478
MTCP1	mature T cell proliferation 1	COSG88748	X	155061622	155147937	Xq28	y	n	T cell prolymphocytic leukaemia			L	Dom	oncogene, fusion	T	TRA	n		1	MTCP1,ENSG00000214827.9,P56278,4515,P13MTCP1,p8MTCP1
MTOR	mechanistic target of rapamycin kinase	COSG77957	1	11106535	11262507	1p36.22	y	n	endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types			E	Dom	oncogene	Mis, N		y	Smith-Kingsmore syndrome, brain overgrowth phenotypes such as focal cortical dysplasia and megalencephaly,	1	MTOR,ENSG00000198793.12,P42345,2475,FLJ44809,RAFT1,RAPT1
MUC1	mucin 1, cell surface associated	COSG69593	1	155185824	155192916	1q22	y	n	B-NHL			L	Dom	fusion	T	IGH	n		1	MUC1,ENSG00000185499.16,4582,ADMCKD,ADMCKD1,CD227,MCD,MCKD,PEM
MUC16	mucin 16, cell surface associated	COSG72822	19	8848844	8981342	19p13.2	y	n	HNSCC, melanoma			E		oncogene	Mis		n		2	MUC16,ENSG00000181143.15,Q8WXI7,94025,CA125,FLJ14303
MUC4	mucin 4, cell surface associated	COSG97438	3	195746765	195812277	3q29	y	n	HNSCC			E		oncogene	Mis, O		n		2	MUC4,ENSG00000145113.21,4585
MUC6	mucin 6, oligomeric mucus/gel-forming	COSG58094	11	1012821	1036706	11p15.5	y	y	gastric cancer	gastric cancer, rectal cancer		E			F, M, O		n		2	MUC6,ENSG00000184956.15,Q6W4X9,4588
